Id,Label
429,1
430,4
431,4
432,3
433,1
434,5
435,2
436,1
437,1
438,3
439,3
440,4
441,5
442,2
443,0
444,1
445,3
446,3
447,5
448,5
449,5
450,2
451,0
452,3
453,2
454,2
455,4
456,4
457,3
458,2
459,2
460,0
461,3
462,4
463,2
464,0
465,3
466,1
467,4
468,0
469,3
470,4
471,4
472,3
473,2
474,0
475,3
476,3
477,2
478,1
479,4
480,1
481,0
482,5
483,1
484,4
485,4
486,4
487,0
488,3
489,2
490,1
491,3
492,3
493,4
494,3
495,5
496,1
497,2
498,1
499,4
500,4
501,2
502,5
503,5
504,0
505,4
506,1
507,2
508,0
509,5
510,3
511,4
512,4
513,1
514,5
515,4
516,3
517,1
518,4
519,3
520,3
521,0
522,4
523,1
524,4
525,2
526,1
527,2
528,2
529,4
530,4
531,0
532,0
533,5
534,3
535,4
536,2
537,2
538,5
539,4
540,3
541,5
542,2
543,4
544,3
545,1
546,4
547,5
548,2
549,4
550,4
551,4
552,2
553,5
554,1
555,4
556,4
557,5
558,1
559,3
560,2
561,4
562,5
563,4
564,1
565,3
566,2
567,2
568,2
569,0
570,2
571,2
572,5
573,2
574,5
575,5
576,5
577,1
578,4
579,3
580,4
581,3
582,1
583,4
584,1
585,4
586,5
587,1
588,2
589,4
590,5
591,0
592,4
593,4
594,3
595,4
596,3
597,2
598,0
599,5
600,4
601,5
602,3
603,5
604,5
605,5
606,2
607,3
608,1
609,2
610,3
611,1
612,3
613,3
614,4
615,3
616,2
617,3
618,1
619,5
620,4
621,0
622,5
623,0
624,5
625,0
626,4
627,5
628,4
629,3
630,5
631,4
632,3
633,1
634,1
635,2
636,3
637,3
638,0
639,2
640,5
641,0
642,3
643,5
644,1
645,2
646,5
647,1
648,2
649,2
650,5
651,3
652,1
653,4
654,1
655,3
656,5
657,2
658,3
659,1
660,1
661,0
662,1
663,2
664,1
665,0
666,4
667,5
668,1
669,3
670,3
671,3
672,2
673,5
674,3
675,2
676,4
677,2
678,2
679,1
680,5
681,4
682,4
683,5
684,0
685,4
686,1
687,5
688,3
689,0
690,5
691,3
692,5
693,2
694,4
695,2
696,1
697,3
698,5
699,0
700,0
701,4
702,1
703,3
704,4
705,1
706,5
707,1
708,1
709,5
710,4
711,3
712,5
713,2
714,0
715,2
716,1
717,1
718,5
719,4
720,5
721,4
722,1
723,3
724,5
725,3
726,1
727,1
728,1
729,5
730,1
731,1
732,0
733,1
734,3
735,4
736,2
737,3
738,2
739,2
740,3
741,4
742,1
743,5
744,3
745,5
746,0
747,5
748,5
749,3
750,0
751,0
752,5
753,2
754,4
755,3
756,1
757,3
758,1
759,4
760,5
761,5
762,5
763,4
764,5
765,3
766,0
767,2
768,3
769,5
770,3
771,4
772,4
773,1
774,1
775,0
776,5
777,1
778,0
779,5
780,0
781,5
782,4
783,2
784,4
785,2
786,3
787,5
788,2
789,4
790,5
791,5
792,2
793,5
794,3
795,1
796,1
797,4
798,2
799,2
800,2
801,3
802,1
803,4
804,1
805,2
806,2
807,2
808,2
809,4
810,2
811,0
812,5
813,0
814,1
815,3
816,2
817,1
818,1
819,4
820,2
821,3
822,4
823,4
824,4
825,1
826,3
827,0
828,1
829,1
830,1
831,4
832,0
833,1
834,2
835,1
836,1
837,1
838,4
839,3
840,4
841,0
842,3
843,4
844,5
845,2
846,4
847,5
848,1
849,5
850,2
851,4
852,2
853,0
854,2
855,1
856,4
857,4
858,3
859,4
860,4
861,2
862,1
863,4
864,4
865,3
866,4
867,4
868,2
869,4
870,1
871,2
872,5
873,4
874,4
875,4
876,3
877,5
878,0
879,3
880,4
881,1
882,3
883,3
884,1
885,2
886,4
887,3
888,3
889,1
890,0
891,1
892,3
893,5
894,0
895,2
896,2
897,2
898,2
899,5
900,1
901,4
902,5
903,3
904,0
905,0
906,2
907,4
908,3
909,1
910,3
911,1
912,4
913,4
914,2
915,1
916,5
917,1
918,0
919,4
920,5
921,3
922,4
923,0
924,5
925,1
926,2
927,0
928,5
929,3
930,5
931,4
932,3
933,2
934,3
935,3
936,1
937,0
938,2
939,4
940,3
941,3
942,5
943,5
944,4
945,2
946,3
947,2
948,2
949,2
950,0
951,4
952,5
953,1
954,2
955,1
956,0
957,3
958,1
959,1
960,3
961,5
962,3
963,3
964,1
965,1
966,3
967,0
968,4
969,3
970,4
971,4
972,4
973,5
974,1
975,3
976,2
977,3
978,1
979,2
980,3
981,1
982,5
983,3
984,4
985,4
986,5
987,3
988,3
989,2
990,2
991,1
992,4
993,2
994,5
995,2
996,2
997,0
998,5
999,0
1000,1
1001,3
1002,2
1003,4
1004,2
1005,2
1006,3
1007,3
1008,4
1009,2
1010,0
1011,3
1012,1
1013,4
1014,3
1015,5
1016,3
1017,4
1018,5
1019,1
1020,2
1021,1
1022,5
1023,4
1024,2
1025,5
1026,3
1027,5
1028,2
1029,1
1030,5
1031,3
1032,4
1033,1
1034,4
1035,1
1036,0
1037,5
1038,3
1039,3
1040,1
1041,2
1042,5
1043,2
1044,4
1045,5
1046,4
1047,5
1048,3
1049,2
1050,3
1051,1
1052,0
1053,3
1054,3
1055,5
1056,5
1057,4
1058,3
1059,3
1060,4
1061,2
1062,4
1063,2
1064,2
1065,0
1066,5
1067,3
1068,2
1069,1
1070,5
1071,1
1072,1
1073,5
1074,1
1075,0
1076,4
1077,0
1078,1
1079,1
1080,2
1081,3
1082,3
1083,5
1084,5
1085,1
1086,5
1087,1
1088,3
1089,3
1090,5
1091,3
1092,2
1093,1
1094,3
1095,2
1096,1
1097,2
1098,5
1099,2
1100,1
1101,5
1102,1
1103,3
1104,1
1105,0
1106,0
1107,0
1108,4
1109,0
1110,3
1111,5
1112,4
1113,4
1114,4
1115,5
1116,2
1117,3
1118,2
1119,2
1120,3
1121,2
1122,4
1123,5
1124,2
1125,0
1126,0
1127,1
1128,5
1129,2
1130,0
1131,2
1132,5
1133,4
1134,5
1135,1
1136,5
1137,3
1138,2
1139,5
1140,2
1141,3
1142,1
1143,3
1144,2
1145,4
1146,1
1147,1
1148,2
1149,3
1150,1
1151,0
1152,2
1153,3
1154,2
1155,4
1156,2
1157,1
1158,5
1159,5
1160,4
1161,1
1162,4
1163,4
1164,1
1165,4
1166,3
1167,3
1168,0
1169,1
1170,2
1171,1
1172,2
1173,4
1174,4
1175,5
1176,5
1177,2
1178,3
1179,4
1180,2
1181,5
1182,1
1183,3
1184,1
1185,4
1186,4
1187,2
1188,1
1189,5
1190,5
1191,2
1192,2
1193,5
1194,1
1195,5
1196,3
1197,4
1198,1
1199,4
1200,2
1201,4
1202,0
1203,5
1204,3
1205,1
1206,5
1207,2
1208,3
1209,4
1210,5
1211,3
1212,0
1213,1
1214,2
1215,2
1216,0
1217,3
1218,0
1219,5
1220,5
1221,4
1222,0
1223,1
1224,4
1225,3
1226,2
1227,3
1228,1
1229,1
1230,2
1231,5
1232,2
1233,1
1234,3
1235,3
1236,1
1237,5
1238,1
1239,0
1240,1
1241,1
1242,3
1243,4
1244,5
1245,4
1246,1
1247,5
1248,0
1249,0
1250,5
1251,0
1252,0
1253,1
1254,5
1255,3
1256,3
1257,0
1258,3
1259,3
1260,4
1261,3
1262,3
1263,1
1264,3
1265,4
1266,4
1267,5
1268,5
1269,2
1270,3
1271,1
1272,1
1273,4
1274,0
1275,1
1276,4
1277,1
1278,3
1279,2
1280,5
1281,1
1282,5
1283,1
1284,1
1285,4
1286,4
1287,3
1288,3
1289,1
1290,5
1291,4
1292,3
1293,0
1294,4
1295,4
1296,4
1297,5
1298,2
1299,0
1300,1
1301,4
1302,5
1303,2
1304,2
1305,5
1306,1
1307,2
1308,3
1309,5
1310,4
1311,3
1312,5
1313,0
1314,4
1315,4
1316,3
1317,5
1318,2
1319,2
1320,2
1321,5
1322,1
1323,1
1324,1
1325,4
1326,2
1327,0
1328,2
1329,0
1330,1
1331,2
1332,2
1333,5
1334,0
1335,5
1336,4
1337,0
1338,1
1339,4
1340,2
1341,4
1342,1
1343,4
1344,0
1345,3
1346,4
1347,3
1348,2
1349,5
1350,1
1351,3
1352,2
1353,2
1354,2
1355,1
1356,4
1357,2
1358,2
1359,1
1360,3
1361,4
1362,5
1363,4
1364,1
1365,0
1366,1
1367,3
1368,5
1369,1
1370,3
1371,4
1372,0
1373,0
1374,3
1375,2
1376,3
1377,3
1378,2
1379,3
1380,1
1381,1
1382,1
1383,3
1384,2
1385,1
1386,1
1387,4
1388,5
1389,5
1390,1
1391,1
1392,1
1393,3
1394,1
1395,1
1396,1
1397,2
1398,2
1399,5
1400,4
1401,5
1402,3
1403,5
1404,4
1405,3
1406,2
1407,4
1408,0
1409,4
1410,4
1411,0
1412,0
1413,2
1414,3
1415,1
1416,3
1417,5
1418,1
1419,4
1420,3
1421,3
1422,4
1423,5
1424,1
1425,4
1426,0
1427,1
1428,4
1429,1
1430,2
1431,3
1432,1
1433,3
1434,2
1435,4
1436,3
1437,0
1438,5
1439,5
1440,3
1441,0
1442,2
1443,4
1444,4
1445,1
1446,2
1447,2
1448,0
1449,4
1450,2
1451,1
1452,3
1453,4
1454,3
1455,2
1456,2
1457,4
1458,0
1459,5
1460,2
1461,4
1462,5
1463,3
1464,3
1465,1
1466,5
1467,4
1468,4
1469,1
1470,1
1471,4
1472,1
1473,5
1474,2
1475,5
1476,4
1477,1
1478,5
1479,5
1480,2
1481,1
1482,5
1483,1
1484,5
1485,1
1486,0
1487,3
1488,3
1489,0
1490,2
1491,1
1492,5
1493,5
1494,3
1495,1
1496,3
1497,1
1498,4
1499,1
1500,4
1501,1
1502,1
1503,4
1504,2
1505,1
1506,4
1507,0
1508,1
1509,1
1510,4
1511,4
1512,2
1513,3
1514,1
1515,0
1516,2
1517,4
1518,4
1519,4
1520,4
1521,4
1522,5
1523,0
1524,5
1525,2
1526,0
1527,3
1528,2
1529,5
1530,5
1531,1
1532,5
1533,0
1534,4
1535,5
1536,5
1537,2
1538,2
1539,3
1540,3
1541,3
1542,2
1543,3
1544,2
1545,4
1546,1
1547,4
1548,5
1549,2
1550,1
1551,4
1552,4
1553,2
1554,5
1555,3
1556,4
1557,3
1558,3
1559,3
1560,2
1561,3
1562,4
1563,2
1564,0
1565,1
1566,1
1567,5
1568,1
1569,2
1570,3
1571,1
1572,3
1573,1
1574,5
1575,2
1576,5
1577,4
1578,5
1579,2
1580,4
1581,0
1582,4
1583,0
1584,3
1585,1
1586,5
1587,1
1588,4
1589,5
1590,5
1591,0
1592,5
1593,2
1594,2
1595,3
1596,1
1597,3
1598,4
1599,5
1600,1
1601,5
1602,1
1603,3
1604,5
1605,3
1606,2
1607,0
1608,1
1609,2
1610,3
1611,3
1612,1
1613,2
1614,5
1615,1
1616,2
1617,3
1618,2
1619,1
1620,0
1621,2
1622,4
1623,3
1624,1
1625,2
1626,1
1627,2
1628,0
1629,5
1630,5
1631,5
1632,5
1633,0
1634,2
1635,4
1636,4
1637,5
1638,5
1639,1
1640,0
1641,5
1642,5
1643,1
1644,4
1645,1
1646,3
1647,5
1648,3
1649,4
1650,2
1651,5
1652,2
1653,5
1654,4
1655,1
1656,4
1657,4
1658,0
1659,4
1660,3
1661,1
1662,2
1663,4
1664,3
1665,0
1666,3
1667,5
1668,4
1669,4
1670,4
1671,1
1672,1
1673,3
1674,3
1675,4
1676,3
1677,2
1678,2
1679,4
1680,3
1681,5
1682,4
1683,3
1684,0
1685,4
1686,3
1687,0
1688,4
1689,4
1690,2
1691,4
1692,1
1693,5
1694,2
1695,5
1696,0
1697,2
1698,3
1699,1
1700,4
1701,4
1702,4
1703,0
1704,5
1705,5
1706,5
1707,5
1708,4
1709,2
1710,5
1711,3
1712,1
1713,4
1714,2
1715,4
1716,3
1717,4
1718,2
1719,5
1720,3
1721,3
1722,4
1723,4
1724,1
1725,4
1726,3
1727,0
1728,1
1729,3
1730,1
1731,2
1732,5
1733,3
1734,4
1735,5
1736,0
1737,3
1738,1
1739,5
1740,2
1741,0
1742,3
1743,4
1744,4
1745,3
1746,0
1747,4
1748,5
1749,0
1750,3
1751,2
1752,3
1753,0
1754,5
1755,4
1756,4
1757,3
1758,0
1759,5
1760,0
1761,4
1762,1
1763,3
1764,3
1765,4
1766,1
1767,5
1768,1
1769,2
1770,5
1771,1
1772,3
1773,3
1774,4
1775,5
1776,3
1777,0
1778,2
1779,0
1780,2
1781,4
1782,0
1783,2
1784,5
1785,4
1786,4
1787,5
1788,4
1789,4
1790,2
1791,0
1792,4
1793,3
1794,3
1795,1
1796,4
1797,0
1798,1
1799,3
1800,1
1801,0
1802,5
1803,2
1804,2
1805,4
1806,1
1807,1
1808,5
1809,1
1810,1
1811,1
1812,0
1813,4
1814,3
1815,1
1816,5
1817,2
1818,5
1819,4
1820,3
1821,1
1822,4
1823,3
1824,4
1825,2
1826,5
1827,4
1828,3
1829,3
1830,3
1831,2
1832,3
1833,0
1834,0
1835,3
1836,2
1837,3
1838,0
1839,0
1840,2
1841,4
1842,4
1843,5
1844,1
1845,0
1846,0
1847,4
1848,0
1849,2
1850,3
1851,3
1852,0
1853,4
1854,0
1855,1
1856,4
1857,5
1858,4
1859,3
1860,5
1861,4
1862,5
1863,5
1864,1
1865,5
1866,2
1867,4
1868,3
1869,1
1870,4
1871,3
1872,3
1873,3
1874,4
1875,3
1876,3
1877,4
1878,0
1879,0
1880,1
1881,1
1882,5
1883,3
1884,2
1885,3
1886,4
1887,3
1888,3
1889,2
1890,0
1891,2
1892,3
1893,4
1894,1
1895,4
1896,1
1897,1
1898,0
1899,4
1900,1
1901,5
1902,4
1903,2
1904,2
1905,2
1906,4
1907,5
1908,0
1909,4
1910,1
1911,4
1912,4
1913,4
1914,3
1915,0
1916,2
1917,1
1918,1
1919,1
1920,1
1921,0
1922,5
1923,4
1924,4
1925,0
1926,4
1927,5
1928,3
1929,2
1930,2
1931,0
1932,4
1933,5
1934,0
1935,2
1936,1
1937,0
1938,5
1939,2
1940,1
1941,1
1942,0
1943,4
1944,5
1945,5
1946,4
1947,2
1948,3
1949,3
1950,3
1951,5
1952,3
1953,2
1954,0
1955,5
1956,1
1957,4
1958,0
1959,4
1960,5
1961,5
1962,2
1963,4
1964,5
1965,5
1966,1
1967,1
1968,2
1969,3
1970,5
1971,2
1972,4
1973,5
1974,5
1975,2
1976,2
1977,5
1978,3
1979,5
1980,2
1981,5
1982,5
1983,0
1984,4
1985,5
1986,1
1987,2
1988,2
1989,3
1990,0
1991,0
1992,2
1993,2
1994,4
1995,2
1996,4
1997,3
1998,5
1999,5
2000,5
2001,3
2002,2
2003,2
2004,0
2005,4
2006,3
2007,0
2008,5
2009,5
2010,3
2011,3
2012,5
2013,0
2014,3
2015,0
2016,0
2017,3
2018,1
2019,0
2020,2
2021,4
2022,4
2023,3
2024,4
2025,4
2026,4
2027,4
2028,0
2029,3
2030,5
2031,0
2032,0
2033,2
2034,3
2035,5
2036,1
2037,4
2038,0
2039,0
2040,1
2041,3
2042,2
2043,4
2044,2
2045,5
2046,0
2047,3
2048,1
2049,2
2050,4
2051,5
2052,1
2053,4
2054,2
2055,5
2056,2
2057,1
2058,4
2059,5
2060,1
2061,3
2062,3
2063,3
2064,3
2065,2
2066,3
2067,5
2068,5
2069,4
2070,3
2071,0
2072,2
2073,2
2074,2
2075,2
2076,1
2077,1
2078,3
2079,1
2080,0
2081,3
2082,0
2083,4
2084,1
2085,3
2086,3
2087,2
2088,0
2089,3
2090,2
2091,2
2092,1
2093,2
2094,1
2095,4
2096,0
2097,5
2098,1
2099,1
2100,0
2101,3
2102,3
2103,4
2104,1
2105,2
2106,5
2107,2
2108,4
2109,2
2110,3
2111,4
2112,5
2113,5
2114,3
2115,0
2116,2
2117,2
2118,5
2119,5
2120,3
2121,0
2122,4
2123,2
2124,2
2125,4
2126,5
2127,4
2128,4
2129,1
2130,1
2131,4
2132,1
2133,1
2134,3
2135,0
2136,5
2137,0
2138,4
2139,5
2140,2
2141,2
2142,1
2143,3
2144,5
2145,4
2146,3
2147,1
2148,3
2149,4
2150,0
2151,4
2152,3
2153,0
2154,3
2155,0
2156,4
2157,1
2158,4
2159,2
2160,1
2161,1
2162,4
2163,1
2164,1
2165,5
2166,4
2167,0
2168,1
2169,3
2170,1
2171,2
2172,0
2173,5
2174,1
2175,1
2176,2
2177,1
2178,3
2179,4
2180,1
2181,2
2182,2
2183,5
2184,5
2185,3
2186,4
2187,5
2188,3
2189,0
2190,3
2191,5
2192,0
2193,0
2194,4
2195,4
2196,1
2197,1
2198,2
2199,4
2200,3
2201,4
2202,2
2203,5
2204,5
2205,1
2206,3
2207,4
2208,2
2209,4
2210,5
2211,0
2212,3
2213,5
2214,1
2215,2
2216,5
2217,2
2218,3
2219,4
2220,0
2221,5
2222,0
2223,1
2224,5
2225,0
2226,4
2227,3
2228,4
2229,5
2230,4
2231,3
2232,1
2233,0
2234,1
2235,4
2236,3
2237,2
2238,4
2239,1
2240,1
2241,1
2242,5
2243,4
2244,3
2245,1
2246,2
2247,4
2248,5
2249,4
2250,1
2251,1
2252,4
2253,4
2254,5
2255,0
2256,1
2257,2
2258,3
2259,2
2260,1
2261,3
2262,5
2263,1
2264,2
2265,3
2266,0
2267,1
2268,5
2269,2
2270,4
2271,4
2272,3
2273,1
2274,3
2275,4
2276,3
2277,0
2278,3
2279,5
2280,3
2281,5
2282,3
2283,5
2284,4
2285,3
2286,5
2287,3
2288,4
2289,5
2290,2
2291,1
2292,4
2293,1
2294,4
2295,3
2296,0
2297,1
2298,0
2299,4
2300,2
2301,5
2302,5
2303,3
2304,1
2305,2
2306,5
2307,3
2308,3
2309,4
2310,3
2311,5
2312,3
2313,4
2314,5
2315,5
2316,2
2317,3
2318,1
2319,2
2320,4
2321,5
2322,1
2323,2
2324,4
2325,1
2326,3
2327,3
2328,5
2329,1
2330,4
2331,1
2332,5
2333,1
2334,0
2335,1
2336,1
2337,2
2338,2
2339,2
2340,4
2341,2
2342,5
2343,1
2344,0
2345,4
2346,2
2347,5
2348,3
2349,1
2350,0
2351,4
2352,5
2353,1
2354,1
2355,4
2356,5
2357,5
2358,0
2359,5
2360,3
2361,3
2362,2
2363,3
2364,4
2365,4
2366,0
2367,4
2368,4
2369,5
2370,1
2371,1
2372,4
2373,1
2374,3
2375,1
2376,5
2377,3
2378,0
2379,3
2380,5
2381,4
2382,1
2383,1
2384,3
2385,3
2386,5
2387,4
2388,3
2389,5
2390,5
2391,1
2392,2
2393,1
2394,2
2395,3
2396,1
2397,4
2398,3
2399,4
2400,5
2401,2
2402,0
2403,1
2404,3
2405,2
2406,0
2407,4
2408,4
2409,5
2410,2
2411,2
2412,1
2413,3
2414,2
2415,2
2416,1
2417,2
2418,4
2419,3
2420,1
2421,5
2422,4
2423,4
2424,1
2425,5
2426,1
2427,4
2428,1
2429,4
2430,2
2431,4
2432,3
2433,2
2434,4
2435,4
2436,4
2437,2
2438,1
2439,1
2440,3
2441,2
2442,3
2443,0
2444,4
2445,3
2446,1
2447,3
2448,5
2449,1
2450,3
2451,3
2452,5
2453,3
2454,5
2455,1
2456,3
2457,3
2458,3
2459,1
2460,3
2461,4
2462,0
2463,3
2464,5
2465,3
2466,1
2467,4
2468,5
2469,4
2470,3
2471,5
2472,1
2473,4
2474,1
2475,0
2476,1
2477,2
2478,3
2479,3
2480,5
2481,2
2482,5
2483,3
2484,2
2485,0
2486,2
2487,2
2488,0
2489,2
2490,4
2491,0
2492,5
2493,1
2494,1
2495,5
2496,5
2497,4
2498,3
2499,1
2500,2
2501,0
2502,5
2503,0
2504,4
2505,3
2506,3
2507,2
2508,5
2509,3
2510,4
2511,4
2512,1
2513,3
2514,2
2515,5
2516,1
2517,3
2518,4
2519,4
2520,0
2521,3
2522,2
2523,2
2524,3
2525,5
2526,0
2527,4
2528,1
2529,0
2530,1
2531,2
2532,5
2533,4
2534,3
2535,5
2536,3
2537,5
2538,1
2539,3
2540,3
2541,5
2542,5
2543,2
2544,2
2545,4
2546,1
2547,4
2548,0
2549,5
2550,5
2551,4
2552,0
2553,5
2554,5
2555,2
2556,3
2557,3
2558,3
2559,0
2560,5
2561,1
2562,1
2563,3
2564,3
2565,0
2566,2
2567,4
2568,4
2569,2
2570,4
2571,4
2572,1
2573,4
2574,3
2575,3
2576,1
2577,5
2578,2
2579,2
2580,5
2581,4
2582,2
2583,1
2584,1
2585,2
2586,2
2587,1
2588,1
2589,5
2590,4
2591,0
2592,4
2593,5
2594,3
2595,4
2596,1
2597,3
2598,3
2599,2
2600,4
2601,1
2602,5
2603,3
2604,4
2605,1
2606,4
2607,4
2608,4
2609,4
2610,1
2611,5
2612,4
2613,2
2614,3
2615,0
2616,4
2617,4
2618,0
2619,2
2620,2
2621,1
2622,0
2623,4
2624,0
2625,3
2626,5
2627,0
2628,3
2629,2
2630,4
2631,4
2632,1
2633,3
2634,3
2635,3
2636,0
2637,2
2638,2
2639,5
2640,0
2641,5
2642,2
2643,0
2644,3
2645,1
2646,4
2647,2
2648,1
2649,1
2650,4
2651,1
2652,0
2653,5
2654,2
2655,3
2656,1
2657,5
2658,5
2659,5
2660,4
2661,1
2662,1
2663,5
2664,2
2665,3
2666,4
2667,3
2668,0
2669,1
2670,2
2671,2
2672,0
2673,3
2674,2
2675,3
2676,4
2677,2
2678,1
2679,1
2680,5
2681,4
2682,4
2683,2
2684,0
2685,3
2686,1
2687,1
2688,0
2689,4
2690,4
2691,1
2692,2
2693,3
2694,2
2695,3
2696,5
2697,2
2698,1
2699,0
2700,0
2701,0
2702,3
2703,2
2704,5
2705,1
2706,3
2707,3
2708,4
2709,2
2710,0
2711,2
2712,2
2713,4
2714,0
2715,4
2716,3
2717,5
2718,1
2719,3
2720,4
2721,5
2722,5
2723,2
2724,1
2725,0
2726,5
2727,2
2728,0
2729,3
2730,1
2731,1
2732,4
2733,1
2734,1
2735,2
2736,4
2737,1
2738,3
2739,4
2740,2
2741,1
2742,0
2743,5
2744,1
2745,5
2746,3
2747,4
2748,3
2749,0
2750,2
2751,4
2752,0
2753,1
2754,4
2755,3
2756,1
2757,4
2758,5
2759,1
2760,5
2761,2
2762,1
2763,4
2764,3
2765,1
2766,1
2767,1
2768,5
2769,1
2770,1
2771,3
2772,2
2773,5
2774,4
2775,1
2776,1
2777,4
2778,5
2779,4
2780,5
2781,3
2782,4
2783,4
2784,1
2785,0
2786,2
2787,2
2788,1
2789,4
2790,5
2791,5
2792,4
2793,0
2794,3
2795,4
2796,5
2797,3
2798,4
2799,3
2800,4
2801,3
2802,3
2803,0
2804,3
2805,3
2806,1
2807,5
2808,3
2809,4
2810,3
2811,4
2812,1
2813,5
2814,1
2815,4
2816,0
2817,3
2818,2
2819,1
2820,5
2821,2
2822,4
2823,3
2824,1
2825,5
2826,4
2827,1
2828,4
2829,5
2830,3
2831,2
2832,2
2833,4
2834,3
2835,2
2836,4
2837,4
2838,2
2839,2
2840,0
2841,4
2842,2
2843,5
2844,3
2845,5
2846,2
2847,3
2848,5
2849,1
2850,1
2851,3
2852,4
2853,5
2854,3
2855,4
2856,2
2857,0
2858,0
2859,4
2860,3
2861,2
2862,1
2863,2
2864,1
2865,2
2866,4
2867,3
2868,2
2869,0
2870,2
2871,5
2872,5
2873,3
2874,1
2875,5
2876,1
2877,4
2878,1
2879,3
2880,4
2881,2
2882,4
2883,2
2884,2
2885,0
2886,4
2887,5
2888,1
2889,2
2890,5
2891,1
2892,2
2893,4
2894,0
2895,4
2896,2
2897,3
2898,5
2899,5
2900,5
2901,1
2902,1
2903,1
2904,2
2905,0
2906,5
2907,3
2908,4
2909,3
2910,4
2911,4
2912,3
2913,2
2914,1
2915,3
2916,2
2917,3
2918,1
2919,1
2920,0
2921,1
2922,0
2923,5
2924,0
2925,4
2926,1
2927,4
2928,5
2929,5
2930,1
2931,3
2932,0
2933,3
2934,5
2935,3
2936,4
2937,4
2938,1
2939,1
2940,2
2941,2
2942,4
2943,5
2944,3
2945,0
2946,4
2947,4
2948,0
2949,3
2950,1
2951,4
2952,2
2953,2
2954,1
2955,4
2956,3
2957,0
2958,4
2959,1
2960,5
2961,4
2962,2
2963,3
2964,3
2965,2
2966,5
2967,3
2968,1
2969,3
2970,5
2971,3
2972,5
2973,2
2974,0
2975,5
2976,2
2977,4
2978,1
2979,2
2980,4
2981,1
2982,2
2983,2
2984,1
2985,1
2986,5
2987,3
2988,5
2989,5
2990,4
2991,5
2992,3
2993,4
2994,3
2995,1
2996,5
2997,5
